"id";"city";"country";"region";"short_description";"latitude";"longitude";"budget_level";"culture";"adventure";"nature";"beaches";"nightlife";"cuisine";"wellness";"urban";"remoteness";"creative_city_category";"creative_city_year";"unesco_wh_count";"unesco_wh_names"
"765ff37e-f3fa-48d4-9631-679279fd3045";"Cardiff";"United Kingdom";"europe";"Charming streets lined with historic architecture and lively pubs create a welcoming atmosphere, where you can feel the city's rich cultural heartbeat.";"51481654";"-3179193";"Mid-range";"4";"2";"3";"2";"4";"3";"3";"4";"2";"None";"0";"1";"Blaenavon Industrial Landscape"
"2af06632-f7aa-4f48-88ff-a7f90e8da41e";"San Jose";"United States";"north_america";"A blend of innovation and natural beauty, with sunlit streets, tech-savvy energy, and nearby escapes to lush parks and rolling hills.";"37336166";"-121890591";"Luxury";"3";"3";"4";"2";"3";"3";"3";"4";"2";"None";"0";"0";"None"
"c4d01836-2731-498c-afa0-164e08df33be";"Orlando";"United States";"north_america";"Theme parks brimming with excitement, vibrant entertainment districts, and sunny afternoons create a lively atmosphere perfect for family adventures and fun-filled days.";"28542110";"-81379030";"Mid-range";"3";"4";"3";"2";"4";"3";"3";"4";"2";"None";"0";"0";"None"
"2278b395-3809-4d23-b74d-2e6ebfdce2ed";"Sighisoara";"Romania";"europe";"Cobblestone streets and colorful medieval towers create a fairy-tale setting, inviting you to wander and uncover centuries-old secrets around every corner.";"46220203";"24793448";"Budget";"5";"3";"3";"1";"2";"3";"2";"2";"4";"None";"0";"2";"Villages with Fortified Churches in Transylvania | Historic Centre of Sighişoara"
"31c38956-bfd7-49a1-82f6-656ae066db1f";"Vancouver";"Canada";"north_america";"Nestled between ocean and mountains, this city offers a harmonious blend of urban excitement and serene natural beauty, perfect for outdoor enthusiasts.";"49260872";"-123113952";"Luxury";"4";"4";"5";"3";"4";"4";"4";"5";"3";"None";"0";"0";"None"
"3f80a914-4217-4ee3-87a7-657e5480fea4";"Keswick";"United Kingdom";"europe";"Surrounded by majestic peaks and serene lakes, this charming town offers a peaceful escape with invigorating hikes and quaint local shops.";"54600981";"-3137582";"Mid-range";"3";"4";"5";"2";"2";"3";"3";"2";"4";"None";"0";"1";"The English Lake District"
"43e082aa-865c-4847-a8f3-7ee4e77c05de";"Bologna";"Italy";"europe";"Strolling under ancient porticoes, savoring rich aromas of fresh pasta, and enjoying lively piazzas create a warm, welcoming atmosphere.";"44493820";"11342632";"Mid-range";"5";"2";"3";"1";"3";"5";"3";"4";"2";"Music";"2006";"3";"Ferrara, City of the Renaissance, and its Po Delta | Cathedral, Torre Civica and Piazza Grande, Modena | The Porticoes of Bologna"
"794e7d71-b99b-415f-8b9c-790ec7773bd1";"Isle of Skye";"United Kingdom";"europe";"Dramatic landscapes with rugged cliffs and serene lochs create an enchanting atmosphere, perfect for exploring nature and experiencing tranquil moments.";"57363007";"-6302173";"Mid-range";"3";"4";"5";"3";"1";"3";"3";"1";"5";"None";"0";"0";"None"
"f01a2bac-182f-4a9a-bd44-d75f65b50bd7";"Guimarães";"Portugal";"europe";"Cobblestone streets, medieval architecture, and a welcoming atmosphere make wandering feel like stepping back in time, rich with history and charm.";"41441767";"-8295571";"Mid-range";"4";"3";"3";"1";"2";"4";"3";"3";"3";"None";"0";"1";"Historic Centre of Guimarães and Couros Zone"
"0c2f27fb-d5ed-4047-a16e-05fb872fe7b3";"Macau";"China";"asia";"A unique blend of Portuguese heritage and vibrant Chinese culture, with bustling streets, aromatic food stalls, and dazzling casino lights.";"22175760";"113551414";"Mid-range";"4";"3";"2";"2";"5";"4";"3";"5";"2";"None";"0";"1";"Historic Centre of Macao"
"a42b301e-5afe-417e-a81f-9f847e267f88";"Salento";"Colombia";"south_america";"Rolling green hills and colorful streets create a welcoming vibe, with coffee aromas and vibrant landscapes offering a true sensory escape.";"4637301";"-75569799";"Budget";"4";"4";"5";"1";"2";"4";"3";"2";"4";"None";"0";"1";"Coffee Cultural Landscape of Colombia"
"9f779614-05dd-41e8-833b-8fa44cee9475";"Zagreb";"Croatia";"europe";"A blend of charming cobblestone streets, vibrant markets, and lively cafes creates an inviting atmosphere filled with history and modern culture.";"45813096";"15977279";"Mid-range";"4";"3";"3";"1";"3";"4";"3";"4";"2";"None";"0";"0";"None"
"f206b4f0-81db-4098-8142-a69892f9f14b";"Quito";"Ecuador";"south_america";"Wander through cobblestone streets with vibrant colonial architecture, surrounded by the scent of Andean spices and the hum of lively markets.";"-220164";"-78512327";"Budget";"5";"4";"4";"2";"3";"4";"3";"3";"3";"None";"0";"1";"City of Quito"
"b411a358-6873-46d3-b693-174931a4a948";"San Salvador";"El Salvador";"north_america";"Lively streets buzz with local vendors and colorful markets, while nearby volcanoes and lush landscapes offer a sense of adventure and natural beauty.";"13698993";"-89191424";"Budget";"3";"3";"3";"3";"3";"4";"2";"3";"2";"None";"0";"1";"Joya de Cerén Archaeological Site"
"9cca8483-23d3-4725-b369-ba831d2c16b3";"Suva";"Fiji";"oceania";"Tropical breezes mingle with the vibrant bustle of markets and the warmth of welcoming locals, creating an inviting and lively atmosphere.";"-18141588";"178442166";"Mid-range";"3";"3";"4";"3";"3";"3";"3";"3";"2";"None";"0";"0";"None"
"0eeb9c0f-6cae-4e46-ba5a-dba09017c4ec";"Toulouse";"France";"europe";"Charming cobblestone streets, pink-hued buildings, and a lively café culture create a welcoming atmosphere that's both vibrant and soothing.";"43604462";"1444246";"Mid-range";"4";"3";"3";"2";"4";"4";"3";"4";"2";"Music";"2023";"1";"Canal du Midi"
"9a4f8eec-e269-42bb-96bd-4c0e0a82df57";"Frankfurt";"Germany";"europe";"Skyscrapers and historic charm blend seamlessly, offering a dynamic cityscape where modernity meets tradition, all underlined by a vibrant cultural scene.";"50110644";"8682091";"Mid-range";"4";"2";"3";"1";"4";"4";"3";"5";"2";"None";"0";"2";"Messel Pit Fossil Site | Mathildenhöhe Darmstadt"
"3c3ca961-011a-4144-8dff-741dd64d363e";"Accra";"Ghana";"africa";"Lively streets filled with vibrant markets, rhythmic music, and the aroma of spicy street food create a captivating and energetic atmosphere.";"5557109";"-201237";"Budget";"4";"3";"3";"3";"3";"4";"3";"3";"2";"None";"0";"1";"Forts and Castles, Volta, Greater Accra, Central and Western Regions"
"bfb367bf-51e6-4098-89b3-4868a8b7c834";"Cayenne";"French Guiana";"south_america";"Tropical vibes meet colonial charm with bustling markets, vibrant street life, and lush greenery creating a unique and inviting atmosphere.";"4937154";"-52325873";"Mid-range";"3";"4";"5";"3";"2";"3";"2";"2";"4";"None";"0";"0";"None"
"90ca1550-325d-4036-ae5a-5a2d7518d12a";"Launceston";"Australia";"oceania";"Charming streets lined with heritage buildings, surrounded by lush parks and vineyards, offer a welcoming atmosphere with a touch of rustic elegance.";"-41434081";"147137349";"Mid-range";"3";"4";"5";"2";"2";"3";"3";"3";"4";"Gastronomy";"2021";"0";"None"
"7c9a3427-bce5-49c4-ace2-b19967022373";"Valparaíso";"Chile";"south_america";"Colorful hillside neighborhoods cascade down to the bustling port, where vibrant street art and ocean breezes create an inspiring, bohemian atmosphere.";"-33045845";"-71619674";"Mid-range";"4";"3";"3";"3";"4";"4";"3";"4";"2";"Music";"2019";"1";"Historic Quarter of the Seaport City of Valparaíso"
"265ee9f4-2324-46bc-95e2-11a7b655e833";"Colmar";"France";"europe";"Charming canals lined with half-timbered houses and vibrant flowers create a fairy-tale atmosphere, inviting leisurely strolls and delightful discoveries.";"48077751";"7357964";"Mid-range";"4";"2";"3";"1";"2";"4";"3";"2";"4";"None";"0";"0";"None"
"1e1b5cd7-966e-419c-a2d4-c9fe088a9289";"Bratislava";"Slovakia";"europe";"Charming cobblestone streets and lively squares invite you to explore colorful facades, historic landmarks, and cozy cafés offering a warm, welcoming vibe.";"48151698";"17109306";"Mid-range";"4";"3";"3";"1";"3";"3";"3";"3";"3";"None";"0";"1";"Frontiers of the Roman Empire – The Danube Limes (Western Segment)"
"1d32dfff-864b-4298-8be7-1f9714936244";"Hong Kong";"Hong Kong";"asia";"A bustling metropolis where neon lights reflect off harbor waters, offering a vibrant mix of street markets, towering skyscrapers, and serene parks.";"22279327";"114162813";"Luxury";"5";"3";"3";"2";"5";"5";"3";"5";"2";"None";"0";"0";"None"
"f03bee1f-4a0c-48b7-9552-b0520359357d";"Trinidad";"Cuba";"north_america";"Cobblestone streets echo with the sounds of salsa music, while colorful colonial buildings and vibrant markets create a lively, timeless atmosphere.";"21805205";"-79984579";"Budget";"5";"3";"4";"3";"3";"4";"3";"2";"4";"Crafts and Folk Art";"2019";"1";"Trinidad and the Valley de los Ingenios"
"2112510a-fb29-4ca0-82e1-682dc6073880";"Plovdiv";"Bulgaria";"europe";"Charming cobblestone streets, vibrant street art, and ancient ruins create a unique blend of history and modernity, inviting leisurely exploration.";"42141854";"24749929";"Budget";"4";"3";"3";"1";"3";"4";"3";"3";"3";"None";"0";"0";"None"
"27486037-4990-4ad3-89a3-0d7cf6d3e065";"Maui";"United States";"oceania";"Lush landscapes, vibrant sunsets, and the gentle sound of ocean waves create an inviting and tranquil island atmosphere perfect for unwinding.";"20802956";"-156310683";"Luxury";"3";"4";"5";"5";"3";"4";"4";"2";"4";"None";"0";"0";"None"
"de902972-e11c-42e8-858a-a3bf3cca5af4";"Khiva";"Uzbekistan";"asia";"Wander through ancient, sun-drenched streets surrounded by intricately carved minarets and walls, where history whispers from every corner and time feels suspended.";"41377689";"60362000";"Budget";"5";"2";"3";"1";"2";"3";"2";"2";"4";"None";"0";"1";"Itchan Kala"
"d827d6ed-6c6f-4ab0-b964-26a4defeedef";"Belize City";"Belize";"north_america";"A vibrant mix of Caribbean charm and colonial history, with bustling markets, colorful streets, and the gentle sound of the sea nearby.";"17500276";"-88198873";"Mid-range";"3";"4";"4";"3";"3";"4";"3";"3";"2";"None";"0";"0";"None"
"e570ec15-1d11-49e6-8a55-1243633a8668";"Harare";"Zimbabwe";"africa";"Vibrant streets filled with colorful markets, the scent of blooming jacarandas, and a lively atmosphere make every moment feel uniquely captivating.";"-17856703";"31060158";"Budget";"3";"3";"4";"1";"2";"3";"2";"3";"3";"None";"0";"0";"None"
"60ee6bbb-54f1-495d-b0ce-8f6c4a73f6ab";"Ubud";"Indonesia";"asia";"Lush rice terraces, serene temples, and a vibrant arts scene create a peaceful yet inspiring atmosphere perfect for rejuvenation and exploration.";"-8506897";"115262293";"Budget";"4";"3";"5";"2";"2";"4";"5";"2";"4";"None";"0";"1";"Cultural Landscape of Bali Province: the Subak System as a Manifestation of the Tri Hita Karana Philosophy"
"fae2433c-c914-436c-9b12-c733c2974ac8";"Punta del Este";"Uruguay";"south_america";"Golden beaches meet vibrant nightlife, creating a lively yet laid-back atmosphere where ocean breezes, art, and music fill the air.";"-34963234";"-54943998";"Mid-range";"3";"3";"3";"5";"5";"4";"3";"4";"2";"None";"0";"0";"None"
"9a1ce654-b167-4225-b87a-49d78a91ca0b";"Rapa Nui";"Chile";"south_america";"Mystical landscapes dotted with iconic stone statues create a serene yet awe-inspiring atmosphere, perfect for those seeking a unique cultural experience.";"-27125931";"-109349588";"Luxury";"5";"3";"4";"3";"2";"3";"2";"1";"5";"None";"0";"1";"Rapa Nui National Park"
"6ce8aa84-b119-4e84-aaec-fc4a2471cc9e";"Cork";"Ireland";"europe";"Charming streets lined with colorful shops and lively pubs create a welcoming vibe, while the nearby coast offers stunning natural beauty.";"51898513";"-8472642";"Mid-range";"4";"3";"4";"2";"3";"4";"3";"3";"3";"None";"0";"0";"None"
"b6b694b6-df6b-4aa8-be96-478108285fba";"Batumi";"Georgia";"asia";"A coastal city where lush green mountains meet the Black Sea, offering a blend of modern architecture and charming historic streets.";"41650950";"41636008";"Budget";"3";"3";"4";"4";"3";"4";"3";"3";"2";"Music";"2021";"1";"Colchic Rainforests and Wetlands"
"d0a7fef1-2591-401c-adb2-50b1a432982f";"Vladivostok";"Russia";"asia";"Sweeping ocean views, bustling ports, and a mix of Russian and Asian influences create a dynamic and intriguing atmosphere.";"43115067";"131885576";"Mid-range";"4";"3";"4";"2";"3";"3";"2";"3";"3";"None";"0";"0";"None"
"d908e2d3-b5f2-47d7-9cfc-836e69d13fcb";"Murmansk";"Russia";"asia";"Cold winds sweep across the Arctic landscape, where northern lights dance in the sky and the stark beauty of nature feels otherworldly.";"68970665";"33074970";"Mid-range";"3";"3";"4";"1";"2";"2";"2";"3";"4";"None";"0";"0";"None"
"5e7318b5-3cc9-462e-b9df-7c6f7bec1885";"Moscow";"Russia";"asia";"Grand architecture, vibrant streets, and a rich cultural tapestry create a dynamic atmosphere where history and modern life intertwine seamlessly.";"55625578";"37606391";"Mid-range";"5";"3";"2";"1";"4";"4";"3";"5";"2";"None";"0";"3";"Kremlin and Red Square, Moscow | Church of the Ascension, Kolomenskoye | Ensemble of the Novodevichy Convent"
"4bea1fd4-279e-4e2b-a602-f408dbce9017";"St Petersburg";"Russia";"asia";"Grand palaces and winding canals create an enchanting atmosphere, where every corner reveals rich history and artistic treasures.";"59960673";"30158655";"Mid-range";"5";"2";"3";"1";"4";"4";"3";"5";"2";"None";"0";"1";"Historic Centre of Saint Petersburg and Related Groups of Monuments"
"e10d6c97-8c49-40ca-a97e-231b750532aa";"Caye Caulker";"Belize";"north_america";"Charming sandy streets, vibrant Caribbean colors, and a laid-back vibe invite you to unwind and soak up the island's easygoing atmosphere.";"17739514";"-88033686";"Budget";"3";"4";"4";"4";"3";"4";"3";"2";"4";"None";"0";"0";"None"
"b4e893fc-27d3-47c4-be88-098db36c1cb7";"Fort Lauderdale";"United States";"north_america";"Palm-lined beaches and vibrant nightlife create an inviting atmosphere, where the gentle ocean breeze and warm sun make relaxation effortless.";"26122308";"-80143378";"Mid-range";"3";"3";"3";"5";"4";"4";"4";"4";"2";"None";"0";"0";"None"
"0bd0743b-8e3c-49d4-8024-bd412f9732fa";"Abu Dhabi";"United Arab Emirates";"middle_east";"Modern skyscrapers meet serene desert landscapes, offering a blend of luxury and tradition with vibrant souks and stunning coastal views.";"24453835";"54377401";"Luxury";"4";"3";"3";"4";"3";"4";"4";"5";"2";"Music";"2021";"0";"None"
"88216c54-79d7-4a01-92ed-307521f5e34a";"Casablanca";"Morocco";"africa";"Vibrant markets, aromatic spices, and stunning architecture create an inviting atmosphere, blending modern energy with rich cultural heritage.";"33594514";"-7620028";"Budget";"4";"3";"2";"3";"4";"4";"3";"4";"2";"Media Arts";"2023";"0";"None"
"06251f82-31e2-46f5-ab7d-63a93b3830eb";"Meknes";"Morocco";"africa";"Winding streets filled with the scent of spices and the sound of lively markets create a captivating and intimate experience.";"33898413";"-5532158";"Budget";"4";"2";"3";"1";"2";"4";"3";"3";"3";"None";"0";"2";"Historic City of Meknes | Archaeological Site of Volubilis"
"8ef45676-53bf-4907-8ea1-b70c49ee8898";"Gold Coast";"Australia";"oceania";"Endless beaches and vibrant nightlife create a lively yet laid-back vibe, with surfers and sun-seekers enjoying the warm, golden sands.";"-28002373";"153414598";"Mid-range";"3";"4";"4";"5";"4";"4";"3";"4";"2";"None";"0";"0";"None"
"72912524-0a45-40a7-8e75-2f149be0b5e1";"Rarotonga";"Cook Islands";"oceania";"Lush green mountains meet crystal-clear lagoons, offering a tranquil escape where the gentle rhythm of island life captivates your senses.";"-21236831";"-159777474";"Mid-range";"3";"4";"5";"5";"2";"3";"4";"2";"5";"None";"0";"0";"None"
"7b82951d-8bf9-40b7-8a4f-f7c6c33a7839";"Funafuti";"Tuvalu";"oceania";"Gentle sea breezes, vibrant sunsets, and the rhythmic sound of waves create a serene backdrop for a truly tranquil escape.";"-8519963";"179198254";"Luxury";"2";"2";"3";"4";"1";"2";"2";"1";"5";"None";"0";"0";"None"
"495888ba-fda1-4ae8-9643-bf29a4d35783";"Playa del Carmen";"Mexico";"north_america";"Sun-drenched beaches, vibrant nightlife, and a laid-back vibe create an inviting atmosphere perfect for both adventure and relaxation.";"20630864";"-87077950";"Mid-range";"3";"4";"4";"5";"4";"4";"4";"3";"2";"None";"0";"0";"None"
"f71ebf76-ea24-4dab-b1c6-6cc7db2b1483";"Sharm El Sheikh";"Egypt";"africa";"Crystal-clear waters and vibrant coral reefs invite you to explore a world of underwater wonders while sun-drenched beaches promise pure relaxation.";"27864442";"34295447";"Mid-range";"3";"4";"4";"5";"4";"3";"4";"3";"3";"None";"0";"0";"None"
"6565952d-672a-454a-9ca8-9734f890f4f8";"Ayers Rock";"Australia";"oceania";"The vast, red desert landscape offers a profound sense of solitude, with breathtaking sunsets and the spiritual aura of ancient rock formations.";"-25345554";"131036961";"Luxury";"4";"4";"5";"1";"1";"2";"3";"1";"5";"None";"0";"0";"None"
"6eadd02d-f32c-417c-bb80-d060574854dc";"Moorea";"French Polynesia";"oceania";"Lush green mountains meet turquoise lagoons, creating a serene paradise where gentle ocean breezes and vibrant coral reefs invite endless exploration.";"-17533306";"-149838600";"Luxury";"3";"4";"5";"5";"2";"4";"5";"2";"4";"None";"0";"0";"None"
"79ef5aa6-228e-4206-b00a-c78d150de33f";"Salzburg";"Austria";"europe";"Charming cobblestone streets lead to stunning baroque architecture and cozy coffeehouses, creating a warm, inviting atmosphere that's both historic and lively.";"47798134";"13046480";"Mid-range";"5";"3";"4";"1";"3";"4";"3";"3";"3";"None";"0";"1";"Historic Centre of the City of Salzburg"
"c0890bb0-1dc1-44ea-aaae-323f7eae6891";"Turin";"Italy";"europe";"Strolling through elegant piazzas and baroque architecture, you'll feel the city's rich history and vibrant cultural scene come alive around you.";"45067755";"7682489";"Mid-range";"5";"2";"3";"1";"3";"4";"3";"4";"2";"None";"0";"2";"Residences of the Royal House of Savoy | Ivrea, industrial city of the 20th century"
"7f89f78c-acd0-4474-ba0b-f5a3480265f7";"Lugano";"Switzerland";"europe";"Nestled by a serene lake and surrounded by lush mountains, this charming spot offers a delightful blend of Swiss and Italian cultures.";"46005010";"8952028";"Luxury";"3";"3";"5";"2";"3";"4";"4";"3";"4";"None";"0";"3";"Sacri Monti of Piedmont and Lombardy | Three Castles, Defensive Wall and Ramparts of the Market-Town of Bellinzona | Monte San Giorgio"
"d1bd5b72-0b5f-4968-98c8-c7433fc121e3";"Goa";"India";"asia";"Golden beaches stretch endlessly alongside vibrant markets and aromatic spice-scented air, offering a perfect blend of relaxation and lively culture.";"15300454";"74085513";"Mid-range";"4";"4";"3";"5";"5";"4";"3";"3";"3";"None";"0";"1";"Churches and Convents of Goa"
"c2007531-2344-4045-bc8e-c7785475829f";"Islamabad";"Pakistan";"asia";"Serene tree-lined streets, vibrant markets, and stunning views of the Margalla Hills offer a peaceful yet dynamic experience.";"33693811";"73065151";"Mid-range";"4";"3";"5";"1";"2";"4";"3";"3";"4";"None";"0";"1";"Taxila"
"f887e88d-fece-4030-904c-244950c2fbcc";"Fortaleza";"Brazil";"south_america";"Golden beaches with rolling waves, bustling markets, and vibrant nightlife create an energetic blend of relaxation and excitement.";"-3730451";"-38521798";"Mid-range";"3";"4";"3";"5";"4";"4";"3";"3";"2";"Design";"2019";"0";"None"
"a0ed4dcc-c815-4220-9b1b-c248ca8d7fbb";"Antofagasta";"Chile";"south_america";"A coastal city where the desert meets the sea, offering dramatic landscapes, vibrant sunsets, and a unique blend of tranquility and adventure.";"-23646374";"-70398003";"Mid-range";"3";"3";"4";"3";"2";"3";"2";"3";"3";"None";"0";"0";"None"
"28ca3ed6-f676-4afa-aee0-6e51a6d14664";"Bariloche";"Argentina";"south_america";"Lakeside vistas and snow-capped mountains create a serene backdrop for outdoor adventures and cozy evenings in charming alpine-style lodges.";"-41133478";"-71310147";"Mid-range";"3";"5";"5";"2";"3";"4";"3";"3";"4";"None";"0";"0";"None"
"b27904ec-af5d-44aa-aa43-0b1a133d65af";"Quebec City";"Canada";"north_america";"Cobblestone streets and historic architecture create a charming old-world atmosphere, with lively festivals and cozy bistros offering a warm, inviting experience.";"46813743";"-71208406";"Mid-range";"5";"3";"4";"2";"3";"4";"3";"4";"3";"None";"0";"1";"Historic District of Old Québec"
"4923888e-b4bc-45ef-a085-8d4d0b63e467";"Zion National Park";"United States";"north_america";"Towering red rock cliffs and serene hiking trails offer a breathtaking escape into nature, where every turn reveals a stunning new vista.";"37324740";"-113004803";"Mid-range";"2";"5";"5";"1";"1";"2";"3";"1";"4";"None";"0";"0";"None"
"b2526d16-e196-4310-bfc1-11132b7609c4";"Espiritu Santo";"Vanuatu";"oceania";"Lush rainforests, crystal-clear waters, and vibrant coral reefs create an idyllic setting for adventure and relaxation on this tropical island.";"-15156341";"167051070";"Mid-range";"3";"4";"5";"5";"2";"3";"3";"1";"4";"None";"0";"0";"None"
"613265cd-5dfd-43b3-9488-b02ba5f760bb";"Kota Kinabalu";"Malaysia";"asia";"Lush rainforests meet vibrant city life, offering a blend of natural wonders and cultural richness that invites exploration and adventure.";"5978006";"116072898";"Mid-range";"3";"4";"5";"4";"3";"4";"3";"3";"3";"None";"0";"0";"None"
"39cf77ac-c2a3-4cb1-ae25-c7cb07c122ea";"Lake Tahoe";"United States";"north_america";"Pristine blue waters surrounded by towering pines and mountains create a serene escape, perfect for both adventure and relaxation in nature's embrace.";"39088540";"-120050352";"Luxury";"2";"5";"5";"3";"3";"3";"4";"2";"4";"None";"0";"0";"None"
"cfa715d4-a4bc-4098-a4a0-4f1908b7d31e";"Antalya";"Turkey";"asia";"Sun-drenched beaches meet ancient ruins and bustling bazaars, offering a blend of relaxation and cultural exploration in a picturesque coastal setting.";"36886572";"30703024";"Mid-range";"4";"4";"4";"5";"4";"4";"4";"3";"3";"None";"0";"0";"None"
"12e3b524-020c-47b5-a2ca-cc91986cc068";"Cappadocia";"Turkey";"asia";"Imagine drifting over surreal landscapes in a hot air balloon, where ancient rock formations and vibrant valleys create an otherworldly experience.";"38638675";"34845771";"Mid-range";"4";"4";"5";"1";"2";"4";"3";"2";"4";"None";"0";"1";"Göreme National Park and the Rock Sites of Cappadocia"
"f12ed1eb-9cc3-4130-857d-d0b44a884a24";"Sidi Bou Said";"Tunisia";"africa";"Whitewashed buildings with blue accents overlook the Mediterranean, offering a serene atmosphere filled with gentle sea breezes and vibrant local art.";"36871093";"10349051";"Budget";"4";"2";"3";"4";"3";"4";"3";"2";"4";"None";"0";"1";"Archaeological Site of Carthage"
"5901959f-3547-4310-a352-26b7bdc5c648";"Tehran";"Iran";"middle_east";"Bustling bazaars and serene parks coexist with historic palaces and modern art scenes, offering a rich tapestry of culture and hospitality.";"35689252";"51389600";"Budget";"5";"3";"3";"1";"3";"4";"3";"4";"2";"None";"0";"2";"Golestan Palace | Trans-Iranian Railway"
"4c39d806-80b5-4c17-8d65-d669932c6b0a";"Byron Bay";"Australia";"oceania";"A laid-back coastal vibe with stunning beaches, vibrant markets, and lush hinterlands offering a perfect blend of relaxation and adventure.";"-28648333";"153617777";"Mid-range";"3";"4";"5";"5";"3";"4";"5";"2";"3";"None";"0";"0";"None"
"0ac79b0b-52e2-4a82-81f8-7037b479abd8";"Port Douglas";"Australia";"oceania";"Tropical breezes, lush rainforests, and the vibrant coral of the Great Barrier Reef create a serene paradise perfect for unwinding and adventure.";"-16484598";"145463629";"Luxury";"3";"4";"5";"5";"2";"4";"4";"2";"4";"None";"0";"0";"None"
"cfeb4496-538e-484f-9916-e9b72c6ceb5b";"Tahiti";"French Polynesia";"oceania";"Lush landscapes and tranquil lagoons invite a sense of serenity, where vibrant markets and local flavors add a touch of island warmth.";"-17687343";"-149445168";"Luxury";"3";"4";"5";"5";"2";"4";"5";"2";"5";"None";"0";"0";"None"
"7b55c1af-cb3c-4d98-a0f4-1d25b46169f0";"Santa Cruz de la Sierra";"Bolivia";"south_america";"A bustling city with vibrant markets, lush parks, and a warm tropical climate that invites you to explore its lively streets and local flavors.";"-17783421";"-63182085";"Budget";"3";"3";"4";"1";"3";"3";"3";"3";"3";"None";"0";"0";"None"
"a9269258-bf5e-4a33-9c09-808b6c94e613";"Montego Bay";"Jamaica";"north_america";"Golden beaches meet turquoise waters, creating a laid-back vibe where reggae rhythms and the scent of jerk spices fill the air.";"18472460";"-77921735";"Mid-range";"3";"4";"4";"5";"4";"4";"3";"3";"3";"None";"0";"0";"None"
"a62cc361-2d5d-4e24-b6f1-92cb764c348b";"Acapulco";"Mexico";"north_america";"Golden beaches meet vibrant nightlife, where the sound of crashing waves and lively music create an atmosphere that's both thrilling and laid-back.";"16868049";"-99894018";"Mid-range";"3";"4";"3";"4";"4";"4";"3";"3";"2";"None";"0";"0";"None"
"c088e9eb-7dff-40bb-99a9-167f3f1e41c1";"Manuel Antonio National Park";"Costa Rica";"north_america";"Lush rainforests meet sandy beaches under a vibrant sun, where playful monkeys and colorful birds create an enchanting, tropical experience.";"9370147";"-84152079";"Mid-range";"2";"4";"5";"5";"2";"3";"3";"1";"4";"None";"0";"0";"None"
"443799ea-fcbb-4e6d-93f4-a93b566fabeb";"Kuwait City";"Kuwait";"middle_east";"A modern skyline meets traditional souks, where the aroma of spices and the warmth of the desert sun create an inviting atmosphere.";"29379653";"47973417";"Luxury";"3";"2";"2";"3";"3";"4";"3";"4";"2";"None";"0";"0";"None"
"1eff31fe-7c4b-4c44-8903-21af5c9cee6f";"Uluru";"Australia";"oceania";"The vast, red desert landscape is both humbling and awe-inspiring, with sunsets casting a magical glow over the ancient rock formations.";"-25345554";"131036961";"Luxury";"4";"4";"5";"1";"1";"3";"3";"1";"5";"None";"0";"1";"Uluru-Kata Tjuta National Park"
"c1faff29-53b8-40cb-bff9-7a61b80ca761";"Lautoka";"Fiji";"oceania";"A vibrant port city where the aroma of sugarcane wafts through the air, blending with the lively sounds of bustling markets.";"-17604395";"177453013";"Mid-range";"3";"4";"4";"4";"2";"3";"4";"2";"4";"None";"0";"0";"None"
"62d37ff4-2fe7-478b-80f1-e3295093b971";"Nadi";"Fiji";"oceania";"Tropical breezes and vibrant markets greet you, where lush greenery meets sandy beaches, creating a laid-back yet lively atmosphere.";"-17799272";"177417854";"Mid-range";"3";"4";"5";"5";"3";"3";"4";"2";"4";"None";"0";"0";"None"
"19a99c6a-6928-45e1-a301-8641c574de20";"Lausanne";"Switzerland";"europe";"Nestled by the lake, this city charms with its blend of historic architecture, vibrant cultural scene, and stunning alpine views.";"46521826";"6632702";"Luxury";"4";"3";"4";"1";"3";"4";"4";"4";"3";"None";"0";"2";"Lavaux, Vineyard Terraces | The Architectural Work of Le Corbusier, an Outstanding Contribution to the Modern Movement"
"8a08d8b4-53f9-4662-a275-cf3d38a4bccc";"Vilamoura";"Portugal";"europe";"Sun-drenched marina views, vibrant nightlife, and golden beaches create a lively yet relaxed atmosphere perfect for unwinding and enjoying coastal charm.";"37075950";"-8116540";"Mid-range";"3";"3";"4";"5";"4";"4";"4";"3";"3";"None";"0";"0";"None"
"1c6eef16-2336-40a1-831c-7f079f7f8699";"Cologne";"Germany";"europe";"Charming cobblestone streets, the majestic cathedral, and lively beer halls create a welcoming atmosphere filled with history and vibrant local culture.";"50938361";"6959974";"Mid-range";"4";"2";"3";"1";"4";"4";"3";"4";"2";"None";"0";"2";"Castles of Augustusburg and Falkenlust at Brühl | Cologne Cathedral"
"b4e07312-dd97-45dd-9ed0-53654f6e5056";"Pisa";"Italy";"europe";"Charming narrow streets open up to sunlit squares, with the aroma of fresh pasta and the sound of church bells filling the air.";"43471472";"10679791";"Mid-range";"4";"2";"3";"2";"3";"4";"3";"3";"2";"None";"0";"0";"None"
"eddbf22e-af63-4a95-a7ff-3dd8545f9e2e";"Kandy";"Sri Lanka";"asia";"Lush hills, serene lakes, and the scent of temple incense create a tranquil atmosphere that's both spiritually uplifting and visually stunning.";"7293120";"80635035";"Budget";"5";"3";"4";"1";"2";"4";"3";"3";"3";"None";"0";"2";"Sacred City of Kandy | Central Highlands of Sri Lanka"
